1c:99:57:87:fd:f9,1c:99:57:88:14:ba,50:76:af:99:d7:d6,68:54:5a:ce:fd:53,68:54:5a:cf:63:e7,68:54:5a:cf:c8:a0,ac:23:16:eb:84:12,ac:23:16:eb:84:13,ac:23:16:eb:84:14,ac:23:16:eb:84:15,ac:23:16:eb:8c:a2,ac:23:16:eb:8c:a4,ac:23:16:eb:9d:94,ac:23:16:eb:db:92,ac:23:16:eb:db:93,ac:23:16:eb:db:94,ac:23:16:eb:db:95,ac:23:16:eb:dc:52,ac:23:16:eb:dc:53,ac:23:16:eb:dc:54,ac:23:16:eb:dc:55,ac:23:16:eb:e8:d2,ac:23:16:eb:e8:d3,ac:23:16:eb:e8:d4,ac:23:16:eb:e8:d5,ac:23:16:eb:ef:52,ac:23:16:eb:ef:53,ac:23:16:eb:ef:54,ac:23:16:eb:ef:55,d4:20:b0:28:00:b3,d4:20:b0:28:00:b4,d4:20:b0:28:00:b6,d4:20:b0:28:00:b8,label,ac:23:16:eb:8c:a3,ac:23:16:eb:db:a2,ac:23:16:eb:db:a3,ac:23:16:eb:db:a4,ac:23:16:eb:dc:62,ac:23:16:eb:dc:64,1c:99:57:87:fd:c2,ac:23:16:e9:a9:23,ac:23:16:e9:a9:24,ac:23:16:eb:d3:92,ac:23:16:eb:d3:93,ac:23:16:eb:d3:94,ac:23:16:eb:d3:95,ac:23:16:eb:e8:e2,ac:23:16:eb:e8:e3,ac:23:16:eb:e8:e4,ac:23:16:eb:d3:a2,ac:23:16:eb:d3:a3,ac:23:16:eb:d3:a4,ac:23:16:eb:ef:62,ac:23:16:eb:ef:63,ac:23:16:eb:ef:64,ac:23:16:eb:8a:23,92:cd:b6:87:12:20,68:54:5a:cf:63:e2,d4:20:b0:dd:e4:f3,ac:23:16:eb:8a:12,ac:23:16:eb:8a:13,ac:23:16:eb:8a:14,ac:23:16:eb:8a:15,d4:20:b0:dd:e4:f5,ac:23:16:eb:dc:63,ac:23:16:eb:a0:22,ac:23:16:eb:a0:23,ac:23:16:eb:a0:24,da:f3:bc:4b:b5:13,ac:23:16:eb:83:d2,ac:23:16:eb:83:d4,ac:23:16:eb:83:d5,ac:23:16:eb:9d:a2,ac:23:16:eb:9d:a3,ac:23:16:eb:9d:a4,ac:23:16:eb:9d:92,ac:23:16:eb:9d:93,ac:23:16:eb:9d:95,d4:dc:09:2d:e0:64,d4:dc:09:2d:e0:68,ac:23:16:eb:83:d3,ac:23:16:eb:a0:12,ac:23:16:eb:a0:13,ac:23:16:eb:a0:15,d4:20:b0:dd:e4:97,ac:23:16:eb:a0:14,ac:23:16:eb:9f:a4,d4:20:b0:dd:e5:36,ac:23:16:eb:9f:95,d4:20:b0:dd:e4:d3,d4:20:b0:dd:e4:d4,d4:20:b0:dd:e4:d6,d4:20:b0:dd:e4:d8,ac:23:16:eb:8c:92,ac:23:16:eb:8c:93,ac:23:16:eb:8c:94,ac:23:16:eb:8c:95,ac:23:16:eb:83:e2,ac:23:16:eb:9f:92,ac:23:16:eb:9f:93,ac:23:16:eb:9f:94,ac:23:16:eb:a6:12,ac:23:16:eb:a6:14,ac:23:16:eb:a6:15,ac:23:16:eb:a6:24,d4:dc:09:2d:e0:63,d4:20:b0:28:00:d5,d4:20:b0:28:00:d7,d4:20:b0:dd:e6:d3,d4:20:b0:dd:e6:d5,68:54:5a:ce:f0:3d,ac:23:16:eb:a6:22,ac:23:16:eb:a6:23,d4:20:b0:28:00:d3,ac:23:16:e9:a9:25,x,y
-100.0,-89,-69,-76,-100.0,-79,-77,-78,-77,-78,-84.0,-100.0,-84.0,-76,-76,-76,-77,-100.0,-100.0,-100.0,-100.0,-63,-63,-62,-62,-67,-67,-66,-67,-82.0,-82.0,-82.0,-82.0,8,-83.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-84.0,-84.0,-83.0,-71.0,-72.0,-71.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-83.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-82.0,-100.0,-100.0,-88.0,-100.0,-100.0,-82.0,-100.0,685,139
-100.0,-89,-69,-76,-100.0,-79,-77,-78,-77,-78,-84.0,-100.0,-84.0,-76,-76,-76,-77,-100.0,-100.0,-100.0,-100.0,-63,-63,-62,-62,-67,-67,-66,-67,-82.0,-82.0,-82.0,-82.0,8,-83.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-84.0,-84.0,-83.0,-71.0,-72.0,-71.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-83.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-82.0,-100.0,-100.0,-88.0,-100.0,-100.0,-82.0,-100.0,685,139
-100.0,-89,-69,-76,-100.0,-79,-77,-78,-77,-78,-84.0,-100.0,-84.0,-76,-76,-76,-77,-100.0,-100.0,-100.0,-100.0,-63,-63,-62,-62,-67,-67,-66,-67,-82.0,-82.0,-82.0,-82.0,8,-83.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-84.0,-84.0,-83.0,-71.0,-72.0,-71.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-83.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-82.0,-100.0,-100.0,-88.0,-100.0,-100.0,-82.0,-100.0,685,139
-100.0,-86,-68,-77,-100.0,-75,-77,-76,-76,-76,-100.0,-100.0,-84.0,-77,-76,-77,-77,-100.0,-100.0,-100.0,-100.0,-65,-65,-64,-62,-66,-66,-66,-67,-81.0,-82.0,-81.0,-82.0,9,-100.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-86.0,-100.0,-100.0,-70.0,-71.0,-70.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-83.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-82.0,-100.0,-100.0,-88.0,-100.0,-100.0,-82.0,-100.0,685,139
-100.0,-86,-67,-77,-100.0,-75,-77,-77,-77,-77,-100.0,-100.0,-84.0,-75,-76,-76,-75,-100.0,-100.0,-100.0,-100.0,-65,-66,-65,-64,-66,-66,-66,-66,-80.0,-82.0,-81.0,-82.0,9,-100.0,-80.0,-79.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-84.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-85.0,-84.0,-100.0,-100.0,685,139
-100.0,-86,-67,-77,-100.0,-75,-77,-77,-77,-77,-100.0,-100.0,-84.0,-75,-76,-76,-75,-100.0,-100.0,-100.0,-100.0,-65,-66,-65,-64,-66,-66,-66,-66,-80.0,-82.0,-81.0,-82.0,9,-100.0,-80.0,-79.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-84.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-85.0,-84.0,-100.0,-100.0,685,139
-100.0,-86,-67,-77,-100.0,-75,-77,-77,-77,-77,-100.0,-100.0,-84.0,-75,-76,-76,-75,-100.0,-100.0,-100.0,-100.0,-65,-66,-65,-64,-66,-66,-66,-66,-80.0,-82.0,-81.0,-82.0,9,-100.0,-80.0,-79.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-84.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-85.0,-84.0,-100.0,-100.0,685,157
-87.0,-85,-67,-80,-79.0,-73,-76,-76,-77,-77,-76.0,-79.0,-84.0,-74,-75,-74,-74,-100.0,-100.0,-100.0,-100.0,-66,-66,-66,-64,-67,-66,-67,-66,-78.0,-82.0,-81.0,-82.0,10,-80.0,-76.0,-77.0,-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-82.0,-83.0,-84.0,-63.0,-63.0,-64.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-83.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-84.0,-84.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-84.0,-89.0,-79.0,-80.0,-86.0,-86.0,-90.0,-85.0,-84.0,-100.0,-100.0,685,157
-87.0,-85,-67,-80,-79.0,-73,-76,-76,-77,-77,-76.0,-79.0,-84.0,-74,-75,-74,-74,-100.0,-100.0,-100.0,-100.0,-66,-66,-66,-64,-67,-66,-67,-66,-78.0,-82.0,-81.0,-82.0,10,-80.0,-76.0,-77.0,-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-82.0,-83.0,-84.0,-63.0,-63.0,-64.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-83.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-84.0,-84.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-84.0,-89.0,-79.0,-80.0,-86.0,-86.0,-90.0,-85.0,-84.0,-100.0,-100.0,685,157
-87.0,-85,-67,-80,-79.0,-73,-76,-76,-77,-77,-76.0,-79.0,-84.0,-74,-75,-74,-74,-100.0,-100.0,-100.0,-100.0,-66,-66,-66,-64,-67,-66,-67,-66,-78.0,-82.0,-81.0,-82.0,10,-80.0,-76.0,-77.0,-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-82.0,-83.0,-84.0,-63.0,-63.0,-64.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-83.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-84.0,-84.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-84.0,-89.0,-79.0,-80.0,-86.0,-86.0,-90.0,-85.0,-84.0,-100.0,-100.0,685,157
-87.0,-85,-67,-80,-79.0,-73,-76,-76,-77,-77,-76.0,-79.0,-84.0,-74,-75,-74,-74,-100.0,-100.0,-100.0,-100.0,-66,-66,-66,-64,-67,-66,-67,-66,-78.0,-82.0,-81.0,-82.0,10,-80.0,-76.0,-77.0,-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-82.0,-83.0,-84.0,-63.0,-63.0,-64.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-83.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-84.0,-84.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-84.0,-89.0,-79.0,-80.0,-86.0,-86.0,-90.0,-85.0,-84.0,-100.0,-100.0,685,157
-87.0,-85,-67,-80,-79.0,-73,-76,-76,-77,-77,-76.0,-79.0,-84.0,-74,-75,-74,-74,-100.0,-100.0,-100.0,-100.0,-66,-66,-66,-64,-67,-66,-67,-66,-78.0,-82.0,-81.0,-82.0,11,-80.0,-76.0,-77.0,-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-82.0,-83.0,-84.0,-63.0,-63.0,-64.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-83.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-84.0,-84.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-84.0,-89.0,-79.0,-80.0,-86.0,-86.0,-90.0,-85.0,-84.0,-100.0,-100.0,685,157
-86.0,-87,-67,-79,-80.0,-77,-76,-76,-77,-77,-76.0,-79.0,-84.0,-74,-75,-74,-73,-100.0,-100.0,-100.0,-100.0,-62,-62,-63,-66,-67,-67,-68,-66,-78.0,-83.0,-100.0,-100.0,11,-80.0,-76.0,-77.0,-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-82.0,-83.0,-84.0,-63.0,-63.0,-64.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-83.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-84.0,-84.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-90.0,-89.0,-85.0,-89.0,-79.0,-80.0,-86.0,-86.0,-90.0,-85.0,-84.0,-100.0,-100.0,685,174
-86.0,-87,-67,-79,-80.0,-77,-76,-76,-77,-77,-76.0,-79.0,-84.0,-74,-75,-74,-73,-100.0,-100.0,-100.0,-100.0,-62,-62,-63,-66,-67,-67,-68,-66,-78.0,-83.0,-100.0,-100.0,11,-80.0,-76.0,-77.0,-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-82.0,-83.0,-84.0,-63.0,-63.0,-64.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-83.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-84.0,-84.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-90.0,-89.0,-85.0,-89.0,-79.0,-80.0,-86.0,-86.0,-90.0,-85.0,-84.0,-100.0,-100.0,685,174
-86.0,-87,-67,-79,-80.0,-77,-76,-76,-77,-77,-76.0,-79.0,-84.0,-74,-75,-74,-73,-100.0,-100.0,-100.0,-100.0,-62,-62,-63,-66,-67,-67,-68,-66,-78.0,-83.0,-100.0,-100.0,11,-80.0,-76.0,-77.0,-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-82.0,-83.0,-84.0,-63.0,-63.0,-64.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-83.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-84.0,-84.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-90.0,-89.0,-85.0,-89.0,-79.0,-80.0,-86.0,-86.0,-90.0,-85.0,-84.0,-100.0,-100.0,685,174
-87.0,-87,-67,-74,-81.0,-73,-79,-78,-79,-78,-75.0,-75.0,-100.0,-71,-72,-72,-72,-86.0,-86.0,-86.0,-85.0,-56,-57,-57,-60,-67,-68,-67,-66,-75.0,-78.0,-76.0,-75.0,12,-100.0,-80.0,-80.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-85.0,-86.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-90.0,-89.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,685,174
-86.0,-86,-68,-76,-80.0,-74,-77,-77,-78,-77,-76.0,-79.0,-100.0,-73,-73,-73,-73,-100.0,-100.0,-87.0,-100.0,-58,-59,-58,-60,-66,-67,-67,-66,-76.0,-78.0,-76.0,-77.0,12,-80.0,-77.0,-77.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-84.0,-85.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-90.0,-89.0,-87.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,685,174
-86.0,-87,-68,-77,-80.0,-74,-77,-76,-77,-77,-76.0,-79.0,-83.0,-74,-73,-74,-73,-100.0,-100.0,-87.0,-100.0,-59,-60,-60,-62,-67,-68,-67,-66,-77.0,-79.0,-76.0,-78.0,12,-80.0,-77.0,-77.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-82.0,-83.0,-84.0,-63.0,-63.0,-64.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-82.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-84.0,-85.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-90.0,-89.0,-87.0,-89.0,-79.0,-80.0,-86.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,685,174
-86.0,-86,-68,-76,-80.0,-74,-77,-77,-78,-77,-76.0,-79.0,-100.0,-73,-73,-73,-73,-100.0,-100.0,-87.0,-100.0,-58,-59,-58,-60,-66,-67,-67,-66,-76.0,-78.0,-76.0,-77.0,12,-80.0,-77.0,-77.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-84.0,-85.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-90.0,-89.0,-87.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,685,192
-93.0,-80,-76,-78,-79.0,-73,-76,-76,-76,-76,-84.0,-82.0,-85.0,-73,-72,-72,-71,-84.0,-84.0,-83.0,-85.0,-57,-57,-57,-56,-75,-77,-76,-76,-76.0,-77.0,-76.0,-77.0,13,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,685,192
-100.0,-87,-67,-75,-100.0,-73,-79,-80,-79,-80,-75.0,-75.0,-100.0,-71,-71,-72,-72,-86.0,-86.0,-86.0,-85.0,-56,-57,-57,-60,-68,-69,-67,-68,-75.0,-76.0,-76.0,-75.0,13,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-85.0,-86.0,-85.0,-85.0,-86.0,-87.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,685,192
-100.0,-87,-67,-75,-100.0,-73,-79,-80,-79,-80,-75.0,-75.0,-100.0,-71,-71,-72,-72,-86.0,-86.0,-86.0,-85.0,-56,-57,-57,-60,-68,-69,-67,-68,-75.0,-76.0,-76.0,-75.0,13,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-85.0,-86.0,-85.0,-85.0,-86.0,-87.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,685,192
