32:f7:72:50:57:3b,38:17:c3:19:55:42,38:17:c3:19:55:43,38:17:c3:19:55:44,38:17:c3:19:55:52,38:17:c3:19:55:53,38:17:c3:19:55:54,38:17:c3:1f:0f:92,38:17:c3:1f:0f:93,38:17:c3:1f:0f:94,38:17:c3:24:4f:02,38:17:c3:24:4f:03,38:17:c3:24:4f:04,38:17:c3:24:4f:12,38:17:c3:24:4f:14,38:17:c3:24:58:a2,38:17:c3:24:58:a3,38:17:c3:24:58:a4,38:17:c3:24:58:b2,38:17:c3:24:58:b3,38:17:c3:24:58:b4,a8:bd:27:4c:bd:22,a8:bd:27:4c:bd:23,a8:bd:27:4c:bd:24,a8:bd:27:4c:bd:32,a8:bd:27:4c:bd:33,a8:bd:27:4c:bd:34,label,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:b3,38:17:c3:1e:fc:b4,38:17:c3:24:4f:13,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a3,38:17:c3:1e:fc:a4,00:4e:35:de:e1:01,00:4e:35:de:e1:03,00:4e:35:de:e1:04,00:4e:35:de:e1:11,00:4e:35:de:e1:13,00:4e:35:de:e1:14,00:4e:35:df:06:41,00:4e:35:df:06:43,00:4e:35:df:06:44,00:4e:35:df:06:51,00:4e:35:df:06:53,00:4e:35:df:06:54,06:f3:82:cf:14:7c,80:8d:b7:55:25:f2,80:8d:b7:55:25:f3,80:8d:b7:55:25:f5,80:8d:b7:55:3a:52,80:8d:b7:55:3a:53,80:8d:b7:55:3a:54,38:17:c3:1b:08:b3,00:4e:35:df:0e:11,00:4e:35:df:0e:13,00:4e:35:df:0e:14,80:8d:b7:55:39:d2,80:8d:b7:55:39:d4,00:4e:35:de:d7:43,00:4e:35:df:0e:01,00:4e:35:df:0e:03,00:4e:35:df:0e:04,b4:5d:50:e1:92:23,80:8d:b7:55:35:12,80:8d:b7:55:35:13,80:8d:b7:55:35:14,80:8d:b7:55:35:15,b4:5d:50:e1:92:32,b4:5d:50:e1:92:33,b4:5d:50:e1:92:34,b4:5d:50:e1:92:35,38:17:c3:1b:08:b2,80:8d:b7:55:35:03,80:8d:b7:55:39:c2,80:8d:b7:55:39:c4,80:8d:b7:55:39:d3,b4:5d:50:e1:92:22,b4:5d:50:e1:92:24,b4:5d:50:e1:92:25,38:17:c3:1b:08:b4,80:8d:b7:55:39:c3,00:4e:35:df:27:11,00:4e:35:df:27:13,00:4e:35:df:27:14,80:8d:b7:55:3a:42,00:4e:35:de:d7:41,00:4e:35:de:d7:44,00:4e:35:de:d7:45,80:8d:b7:55:35:04,00:4e:35:de:d7:51,00:4e:35:de:d7:53,80:8d:b7:55:35:05,,00:4e:35:de:d7:54,00:4e:35:de:d7:55,80:8d:b7:55:25:f4,80:8d:b7:55:35:02,80:8d:b7:55:25:e3,38:17:c3:19:d7:72,38:17:c3:19:d7:73,38:17:c3:19:d7:74,80:8d:b7:55:3a:43,80:8d:b7:55:3a:44,38:17:c3:1f:0e:13,38:17:c3:1f:0e:14,44:48:c1:a5:82:32,38:17:c3:1f:0e:03,38:17:c3:1f:0e:04,44:48:c1:a5:82:33,44:48:c1:a5:82:34,ea:9e:b4:53:24:54,38:17:c3:1f:0e:12,x,y
-90.0,-83.0,-84.0,-83.0,-87.0,-86.0,-86.0,-82.0,-81.0,-81.0,-100.0,-100.0,-100.0,-83.0,-84.0,-79.0,-78.0,-79.0,-75.0,-75.0,-75.0,-78.0,-78.0,-77.0,-72.0,-71.0,-71.0,8,-78.0,-78.0,-78.0,-83.0,-88.0,-87.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,350,124
-100.0,-80.0,-81.0,-80.0,-72.0,-72.0,-72.0,-100.0,-87.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-88.0,-100.0,-81.0,-79.0,-80.0,-72.0,-72.0,-72.0,-58.0,-58.0,-58.0,8,-79.0,-79.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-82.0,-84.0,-81.0,-81.0,-81.0,-76.0,-76.0,-76.0,-100.0,-85.0,-85.0,-85.0,-82.0,-82.0,-82.0,-100.0,-100.0,-100.0,-100.0,-82.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-87.0,-88.0,-87.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-78.0,-77.0,-85.0,-85.0,-86.0,-84.0,-84.0,-84.0,-75.0,350,124
-100.0,-80.0,-80.0,-80.0,-72.0,-72.0,-72.0,-87.0,-86.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-88.0,-88.0,-81.0,-79.0,-81.0,-73.0,-72.0,-62.0,-60.0,-58.0,-59.0,8,-78.0,-78.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-86.0,-82.0,-82.0,-82.0,-76.0,-76.0,-76.0,-100.0,-85.0,-85.0,-86.0,-82.0,-82.0,-83.0,-100.0,-100.0,-100.0,-100.0,-82.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-87.0,-88.0,-87.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-81.0,-80.0,-87.0,-85.0,-86.0,-84.0,-85.0,-84.0,-100.0,350,124
-100.0,-80.0,-80.0,-80.0,-72.0,-72.0,-72.0,-87.0,-86.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-88.0,-88.0,-81.0,-79.0,-81.0,-73.0,-72.0,-62.0,-60.0,-58.0,-59.0,8,-78.0,-78.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-86.0,-82.0,-82.0,-82.0,-76.0,-76.0,-76.0,-100.0,-85.0,-85.0,-86.0,-82.0,-82.0,-83.0,-100.0,-100.0,-100.0,-100.0,-82.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-87.0,-88.0,-87.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-81.0,-80.0,-87.0,-85.0,-86.0,-84.0,-85.0,-84.0,-100.0,350,124
-100.0,-80.0,-80.0,-80.0,-72.0,-72.0,-72.0,-87.0,-86.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-88.0,-88.0,-81.0,-79.0,-81.0,-73.0,-72.0,-62.0,-60.0,-58.0,-59.0,9,-78.0,-78.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-86.0,-82.0,-82.0,-82.0,-76.0,-76.0,-76.0,-100.0,-85.0,-85.0,-86.0,-82.0,-82.0,-83.0,-100.0,-100.0,-100.0,-100.0,-82.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-87.0,-88.0,-87.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-81.0,-80.0,-87.0,-85.0,-86.0,-84.0,-85.0,-84.0,-100.0,367,124
-100.0,-80.0,-80.0,-80.0,-72.0,-72.0,-72.0,-87.0,-86.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-88.0,-88.0,-81.0,-79.0,-81.0,-73.0,-72.0,-62.0,-60.0,-58.0,-59.0,9,-78.0,-78.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-86.0,-82.0,-82.0,-82.0,-76.0,-76.0,-76.0,-100.0,-85.0,-85.0,-86.0,-82.0,-82.0,-83.0,-100.0,-100.0,-100.0,-100.0,-82.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-87.0,-88.0,-87.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-81.0,-80.0,-87.0,-85.0,-86.0,-84.0,-85.0,-84.0,-100.0,367,124
-100.0,-79.0,-79.0,-79.0,-72.0,-72.0,-72.0,-85.0,-85.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-88.0,-88.0,-80.0,-79.0,-80.0,-73.0,-72.0,-62.0,-62.0,-60.0,-62.0,9,-76.0,-77.0,-76.0,-100.0,-89.0,-90.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-84.0,-85.0,-85.0,-79.0,-79.0,-79.0,-100.0,-85.0,-85.0,-86.0,-82.0,-84.0,-84.0,-100.0,-100.0,-100.0,-100.0,-82.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-85.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,367,124
-100.0,-79.0,-79.0,-79.0,-72.0,-72.0,-72.0,-85.0,-85.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-88.0,-88.0,-80.0,-79.0,-80.0,-73.0,-72.0,-62.0,-62.0,-60.0,-62.0,9,-76.0,-77.0,-76.0,-100.0,-89.0,-90.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-84.0,-85.0,-85.0,-79.0,-79.0,-79.0,-100.0,-85.0,-85.0,-86.0,-82.0,-84.0,-84.0,-100.0,-100.0,-100.0,-100.0,-82.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-85.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,367,124
-100.0,-78.0,-78.0,-78.0,-69.0,-68.0,-68.0,-85.0,-84.0,-85.0,-100.0,-100.0,-100.0,-87.0,-85.0,-88.0,-88.0,-88.0,-79.0,-80.0,-79.0,-73.0,-72.0,-61.0,-63.0,-61.0,-63.0,10,-77.0,-77.0,-78.0,-86.0,-87.0,-88.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-88.0,-88.0,-84.0,-84.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,384,124
-100.0,-78.0,-78.0,-78.0,-69.0,-68.0,-68.0,-85.0,-84.0,-85.0,-100.0,-100.0,-100.0,-87.0,-85.0,-88.0,-88.0,-88.0,-79.0,-80.0,-79.0,-73.0,-72.0,-61.0,-63.0,-61.0,-63.0,10,-77.0,-77.0,-78.0,-86.0,-87.0,-88.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-88.0,-88.0,-84.0,-84.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,384,124
-100.0,-79.0,-79.0,-79.0,-72.0,-72.0,-72.0,-85.0,-85.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-88.0,-88.0,-80.0,-79.0,-80.0,-73.0,-72.0,-62.0,-62.0,-60.0,-62.0,10,-76.0,-77.0,-76.0,-100.0,-89.0,-90.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-84.0,-85.0,-85.0,-79.0,-79.0,-79.0,-100.0,-85.0,-85.0,-86.0,-82.0,-84.0,-84.0,-100.0,-100.0,-100.0,-100.0,-82.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-85.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,384,124
-100.0,-78.0,-78.0,-78.0,-69.0,-68.0,-68.0,-85.0,-84.0,-85.0,-100.0,-100.0,-100.0,-87.0,-85.0,-88.0,-88.0,-88.0,-79.0,-80.0,-79.0,-73.0,-72.0,-61.0,-63.0,-61.0,-63.0,10,-77.0,-77.0,-78.0,-86.0,-87.0,-88.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-88.0,-88.0,-84.0,-84.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,384,124
-100.0,-79.0,-79.0,-79.0,-66.0,-66.0,-67.0,-85.0,-85.0,-85.0,-91.0,-90.0,-89.0,-86.0,-86.0,-89.0,-89.0,-89.0,-81.0,-81.0,-81.0,-81.0,-80.0,-80.0,-67.0,-64.0,-68.0,11,-78.0,-78.0,-78.0,-84.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-90.0,-89.0,-90.0,-85.0,-87.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,401,124
-100.0,-79.0,-79.0,-79.0,-66.0,-66.0,-67.0,-85.0,-85.0,-85.0,-91.0,-90.0,-89.0,-86.0,-86.0,-89.0,-89.0,-89.0,-81.0,-81.0,-81.0,-81.0,-80.0,-80.0,-67.0,-64.0,-68.0,11,-78.0,-78.0,-78.0,-84.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-90.0,-89.0,-90.0,-85.0,-87.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,401,124
-100.0,-79.0,-79.0,-79.0,-66.0,-66.0,-67.0,-85.0,-85.0,-85.0,-91.0,-90.0,-89.0,-86.0,-86.0,-89.0,-89.0,-89.0,-81.0,-81.0,-81.0,-81.0,-80.0,-80.0,-67.0,-64.0,-68.0,11,-78.0,-78.0,-78.0,-84.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-90.0,-89.0,-90.0,-85.0,-87.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,401,124
-100.0,-79.0,-79.0,-79.0,-66.0,-66.0,-67.0,-85.0,-85.0,-85.0,-91.0,-90.0,-89.0,-86.0,-86.0,-89.0,-89.0,-89.0,-81.0,-81.0,-81.0,-81.0,-80.0,-80.0,-67.0,-64.0,-68.0,11,-78.0,-78.0,-78.0,-84.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-90.0,-89.0,-90.0,-85.0,-87.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,401,124
-100.0,-74.0,-75.0,-74.0,-70.0,-70.0,-70.0,-85.0,-86.0,-85.0,-100.0,-88.0,-88.0,-84.0,-83.0,-87.0,-88.0,-87.0,-80.0,-80.0,-80.0,-72.0,-72.0,-72.0,-68.0,-65.0,-67.0,12,-77.0,-77.0,-77.0,-83.0,-100.0,-84.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-90.0,-89.0,-87.0,-88.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,418,124
-100.0,-74.0,-75.0,-74.0,-70.0,-70.0,-70.0,-85.0,-86.0,-85.0,-100.0,-88.0,-88.0,-84.0,-83.0,-87.0,-88.0,-87.0,-80.0,-80.0,-80.0,-72.0,-72.0,-72.0,-68.0,-65.0,-67.0,12,-77.0,-77.0,-77.0,-83.0,-100.0,-84.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-90.0,-89.0,-87.0,-88.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,418,124
-100.0,-77.0,-77.0,-77.0,-70.0,-69.0,-69.0,-85.0,-85.0,-85.0,-91.0,-89.0,-88.0,-85.0,-84.0,-87.0,-88.0,-88.0,-81.0,-81.0,-81.0,-81.0,-81.0,-80.0,-68.0,-65.0,-68.0,12,-78.0,-78.0,-78.0,-84.0,-100.0,-84.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-92.0,-90.0,-91.0,-87.0,-88.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,418,124
-100.0,-74.0,-75.0,-74.0,-70.0,-70.0,-70.0,-85.0,-86.0,-85.0,-100.0,-88.0,-88.0,-84.0,-83.0,-87.0,-88.0,-87.0,-80.0,-80.0,-80.0,-72.0,-72.0,-72.0,-68.0,-65.0,-67.0,12,-77.0,-77.0,-77.0,-83.0,-100.0,-84.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-90.0,-89.0,-87.0,-88.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,418,124
-91.0,-84.0,-84.0,-83.0,-87.0,-86.0,-86.0,-80.0,-79.0,-79.0,-86.0,-86.0,-87.0,-83.0,-83.0,-78.0,-78.0,-78.0,-73.0,-73.0,-73.0,-78.0,-77.0,-77.0,-73.0,-71.0,-72.0,13,-78.0,-77.0,-78.0,-83.0,-90.0,-89.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,435,124
